"title","N","V"
"ArtzneyBuchleinDerKreutter",16,12
"ArtzneyBuchleinDerKreutter",17,12
"ContrafaytKreuterbuch",1,1
"ContrafaytKreuterbuch",2,2
"ContrafaytKreuterbuch",3,3
"ContrafaytKreuterbuch",4,4
"ContrafaytKreuterbuch",5,4
"ContrafaytKreuterbuch",6,4
"ContrafaytKreuterbuch",7,5
"ContrafaytKreuterbuch",8,5
"ContrafaytKreuterbuch",9,5
"ContrafaytKreuterbuch",10,5
"ContrafaytKreuterbuch",11,6
"ContrafaytKreuterbuch",12,6
"ContrafaytKreuterbuch",13,6
"ContrafaytKreuterbuch",14,7
"ContrafaytKreuterbuch",15,7
"ContrafaytKreuterbuch",16,7
"ContrafaytKreuterbuch",17,8
"ContrafaytKreuterbuch",18,9
"ContrafaytKreuterbuch",19,9
"ContrafaytKreuterbuch",20,10
"ContrafaytKreuterbuch",21,10
"ContrafaytKreuterbuch",22,10
"ContrafaytKreuterbuch",23,10
"ContrafaytKreuterbuch",24,11
"ContrafaytKreuterbuch",25,12
"ContrafaytKreuterbuch",26,13
"ContrafaytKreuterbuch",27,14
"ContrafaytKreuterbuch",28,15
"ContrafaytKreuterbuch",29,16
"ContrafaytKreuterbuch",30,16
"ContrafaytKreuterbuch",31,16
"ContrafaytKreuterbuch",32,16
"ContrafaytKreuterbuch",33,17
"ContrafaytKreuterbuch",34,17
"ContrafaytKreuterbuch",35,18
"ContrafaytKreuterbuch",36,19
"ContrafaytKreuterbuch",37,19
"ContrafaytKreuterbuch",38,19
"ContrafaytKreuterbuch",39,20
"ContrafaytKreuterbuch",40,20
"ContrafaytKreuterbuch",41,20
"ContrafaytKreuterbuch",42,20
"ContrafaytKreuterbuch",43,20
"NewKreuetterBuch",1,1
"NewKreuetterBuch",2,1
"NewKreuetterBuch",3,2
"NewKreuetterBuch",4,2
"NewKreuetterBuch",5,3
"NewKreuetterBuch",6,4
"NewKreuetterBuch",7,5
"NewKreuetterBuch",8,5
"NewKreuetterBuch",9,6
"NewKreuetterBuch",10,6
"NewKreuetterBuch",11,6
"NewKreuetterBuch",12,7
"NewKreuetterBuch",13,8
"NewKreuetterBuch",14,9
"NewKreuetterBuch",15,9
"NewKreuetterBuch",16,10
"NewKreuetterBuch",17,11
"NewKreuetterBuch",18,12
"NewKreuetterBuch",19,13
"NewKreuetterBuch",20,13
"NewKreuetterBuch",21,13
"NewKreuetterBuch",22,13
"NewKreuetterBuch",23,14
"NewKreuetterBuch",24,14
"NewKreuetterBuch",25,14
"NewKreuetterBuch",26,14
"NewKreuetterBuch",27,14
"NewKreuetterBuch",28,14
"NewKreuetterBuch",29,14
"NewKreuetterBuch",30,15
"NewKreuetterBuch",31,15
"NewKreuetterBuch",32,15
"NewKreuetterBuch",33,15
"NewKreuetterBuch",34,16
"NewKreuetterBuch",35,16
"NewKreuetterBuch",36,17
"NewKreuetterBuch",37,18
"NewKreuetterBuch",38,18
"NewKreuetterBuch",39,18
"NewKreuetterBuch",40,18
"NewKreuetterBuch",41,18
"NewKreuetterBuch",42,19
"NewKreuetterBuch",43,19
"NewKreuetterBuch",44,19
"NewKreuetterBuch",45,19
"NewKreuetterBuch",46,20
"NewKreuetterBuch",47,21
"NewKreuetterBuch",48,21
"NewKreuetterBuch",49,21
"NewKreuetterbbuch",1,1
"NewKreuetterbbuch",2,2
"NewKreuetterbbuch",3,3
"NewKreuetterbbuch",4,4
"NewKreuetterbbuch",5,4
"NewKreuetterbbuch",6,4
"NewKreuetterbbuch",7,4
"NewKreuetterbbuch",8,4
"NewKreuetterbbuch",9,4
"NewKreuetterbbuch",10,4
"NewKreuetterbbuch",11,4
"NewKreuetterbbuch",12,5
"NewKreuetterbbuch",13,5
"NewKreuetterbbuch",14,5
"NewKreuetterbbuch",15,6
"NewKreuetterbbuch",16,7
"NewKreuetterbbuch",17,7
"NewKreuetterbbuch",18,7
"NewKreuetterbbuch",19,7
"NewKreuetterbbuch",20,7
"NewKreuetterbbuch",21,7
"NewKreuetterbbuch",22,8
"NewKreuetterbbuch",23,8
"NewKreuetterbbuch",24,8
"NewKreuetterbbuch",25,9
"NewKreuetterbbuch",26,9
"NewKreuetterbbuch",27,9
"NewKreuetterbbuch",28,9
"NewKreuetterbbuch",29,9
"NewKreuetterbbuch",30,10
"NewKreuetterbbuch",31,10
"NewKreuetterbbuch",32,11
"NewKreuetterbbuch",33,11
"NewKreuetterbbuch",34,12
"NewKreuetterbbuch",35,12
"NewKreuetterbbuch",36,13
"NewKreuetterbbuch",37,13
"NewKreuetterbbuch",38,13
"NewKreuetterbbuch",39,13
"NewKreuetterbbuch",40,14
"NewKreuetterbbuch",41,15
"NewKreuetterbbuch",42,15
"NewKreuetterbbuch",43,15
"NewKreuetterbbuch",44,15
"NewKreuetterbbuch",45,15
"NewKreuetterbbuch",46,15
"NewKreuetterbbuch",47,15
"NewKreuetterbbuch",48,15
"NewKreuetterbbuch",49,16
"NewKreuetterbbuch",50,17
"NewKreuetterbbuch",51,17
"NewKreuetterbbuch",52,17
"NewKreuetterbbuch",53,17
"NewKreuetterbbuch",54,17
"WieSichMeniglich",1,1
"WieSichMeniglich",2,2
"WieSichMeniglich",3,3
"WieSichMeniglich",4,4
"WieSichMeniglich",5,5
"WieSichMeniglich",6,5
"WieSichMeniglich",7,6
"WieSichMeniglich",8,6
"WieSichMeniglich",9,7
"WieSichMeniglich",10,8
"WieSichMeniglich",11,9
"WieSichMeniglich",12,9
"WieSichMeniglich",13,9
"WieSichMeniglich",14,10
"WieSichMeniglich",15,10
"WieSichMeniglich",16,11
"WieSichMeniglich",17,12
"WieSichMeniglich",18,13
"WieSichMeniglich",19,13
"WieSichMeniglich",20,13
"WieSichMeniglich",21,14
"WieSichMeniglich",22,15
"WieSichMeniglich",23,16
"WieSichMeniglich",24,17
"WieSichMeniglich",25,17
"WieSichMeniglich",26,18
"NewKreueterbuch",1,1
"NewKreueterbuch",2,2
"NewKreueterbuch",3,3
"NewKreueterbuch",4,3
"NewKreueterbuch",5,3
"NewKreueterbuch",6,4
"NewKreueterbuch",7,5
"NewKreueterbuch",8,5
"Paradeiszgaertlein",1,1
"Paradeiszgaertlein",2,2
"Paradeiszgaertlein",3,3
"Paradeiszgaertlein",4,4
"Paradeiszgaertlein",5,4
"Paradeiszgaertlein",6,5
"Paradeiszgaertlein",7,6
"Paradeiszgaertlein",8,6
"Paradeiszgaertlein",9,6
"Paradeiszgaertlein",10,6
"Paradeiszgaertlein",11,7
"Paradeiszgaertlein",12,7
"Paradeiszgaertlein",13,7
"Paradeiszgaertlein",14,7
"Paradeiszgaertlein",15,7
"Paradeiszgaertlein",16,8
"Paradeiszgaertlein",17,8
"Paradeiszgaertlein",18,8
"Paradeiszgaertlein",19,8
"Paradeiszgaertlein",20,8
"Paradeiszgaertlein",21,9
"Paradeiszgaertlein",22,9
"Paradeiszgaertlein",23,9
"Paradeiszgaertlein",24,9
"Paradeiszgaertlein",25,9
"Paradeiszgaertlein",26,9
"AlchymistischePractic",1,1
"AlchymistischePractic",2,2
"AlchymistischePractic",3,2
"AlchymistischePractic",4,3
"AlchymistischePractic",5,4
"AlchymistischePractic",6,5
"AlchymistischePractic",7,6
"AlchymistischePractic",8,7
"AlchymistischePractic",9,7
"AlchymistischePractic",10,8
"AlchymistischePractic",11,8
"AlchymistischePractic",12,8
"AlchymistischePractic",13,9
"HortulusSanitatis",1,1
"HortulusSanitatis",2,2
"HortulusSanitatis",3,3
"HortulusSanitatis",4,4
"HortulusSanitatis",5,4
"HortulusSanitatis",6,5
"HortulusSanitatis",7,6
"HortulusSanitatis",8,7
"HortulusSanitatis",9,7
"HortulusSanitatis",10,7
"HortulusSanitatis",11,7
"HortulusSanitatis",12,7
"HortulusSanitatis",13,8
"HortulusSanitatis",14,8
"HortulusSanitatis",15,8
"HortulusSanitatis",16,8
"HortulusSanitatis",17,9
"KraeuterbuchDesEdelen",1,1
"KraeuterbuchDesEdelen",2,2
"KraeuterbuchDesEdelen",3,3
"KraeuterbuchDesEdelen",4,3
"KraeuterbuchDesEdelen",5,4
"KraeuterbuchDesEdelen",6,4
"KraeuterbuchDesEdelen",7,5
"KraeuterbuchDesEdelen",8,6
"KraeuterbuchDesEdelen",9,7
"KraeuterbuchDesEdelen",10,7
"KraeuterbuchDesEdelen",11,7
"KraeuterbuchDesEdelen",12,7
"KraeuterbuchDesEdelen",13,7
"KraeuterbuchDesEdelen",14,7
"KraeuterbuchDesEdelen",15,7
"KraeuterbuchDesEdelen",16,7
"KraeuterbuchDesEdelen",17,8
"KraeuterbuchDesEdelen",18,9
"KraeuterbuchDesEdelen",19,9
"KraeuterbuchDesEdelen",20,9
"KraeuterbuchDesEdelen",21,10
"KraeuterbuchDesEdelen",22,10
"KraeuterbuchDesEdelen",23,10
"KraeuterbuchDesEdelen",24,10
"KraeuterbuchDesEdelen",25,10
"KraeuterbuchDesEdelen",26,10
"KraeuterbuchDesEdelen",27,10
"KraeuterbuchDesEdelen",28,10
"KraeuterbuchDesEdelen",29,10
"KraeuterbuchDesEdelen",30,10
"KraeuterbuchDesEdelen",31,10
"KraeuterbuchDesEdelen",32,10
"KraeuterbuchDesEdelen",33,10
"KraeuterbuchDesEdelen",34,10
"KraeuterbuchDesEdelen",35,10
"KraeuterbuchDesEdelen",36,11
"PflantzGart",1,1
"PflantzGart",2,2
"PflantzGart",3,3
"PflantzGart",4,4
"PflantzGart",5,4
"PflantzGart",6,5
"PflantzGart",7,6
"PflantzGart",8,7
"PflantzGart",9,8
"PflantzGart",10,9
"PflantzGart",11,10
"PflantzGart",12,11
"PflantzGart",13,11
"PflantzGart",14,12
"PflantzGart",15,12
"PflantzGart",16,13
"PflantzGart",17,14
"PflantzGart",18,14
"PflantzGart",19,15
"PflantzGart",20,15
"PflantzGart",21,16
"PflantzGart",22,17
"PflantzGart",23,17
"PflantzGart",24,17
"PflantzGart",25,17
"PflantzGart",26,17
"PflantzGart",27,18
"PflantzGart",28,18
"PflantzGart",29,18
"PflantzGart",30,18
"PflantzGart",31,19
"PflantzGart",32,20
"PflantzGart",33,21
"PflantzGart",34,21
"PflantzGart",35,21
"PflantzGart",36,21
"PflantzGart",37,21
"PflantzGart",38,22
"PflantzGart",39,22
"PflantzGart",40,23
"PflantzGart",41,24
"PflantzGart",42,24
"PflantzGart",43,24
"PflantzGart",44,25
"PflantzGart",45,26
"PflantzGart",46,27
"PflantzGart",47,28
"PflantzGart",48,28
"PflantzGart",49,28
"PflantzGart",50,29
"PflantzGart",51,29
"PflantzGart",52,29
"PflantzGart",53,29
"PflantzGart",54,29
"PflantzGart",55,29
"PflantzGart",56,29
"PflantzGart",57,30
"PflantzGart",58,31
"PflantzGart",59,31
"PflantzGart",60,31
"PflantzGart",61,31
"PflantzGart",62,32
"PflantzGart",63,32
"PflantzGart",64,32
"PflantzGart",65,32
"PflantzGart",66,32
"PflantzGart",67,33
"PflantzGart",68,33
"PflantzGart",69,33
"PflantzGart",70,33
"PflantzGart",71,33
"PflantzGart",72,33
"PflantzGart",73,33
"PflantzGart",74,33
"PflantzGart",75,33
"PflantzGart",76,33
"PflantzGart",77,33
"PflantzGart",78,33
"PflantzGart",79,33
"PflantzGart",80,33
"PflantzGart",81,33
"PflantzGart",82,33
"PflantzGart",83,33
"PflantzGart",84,33
"PflantzGart",85,33
"Wund-Artzney",1,1
"Wund-Artzney",2,2
"Wund-Artzney",3,3
"Wund-Artzney",4,4
"Wund-Artzney",5,5
"Wund-Artzney",6,5
"Wund-Artzney",7,5
"Wund-Artzney",8,6
"Wund-Artzney",9,6
"Wund-Artzney",10,6
"Wund-Artzney",11,6
"Wund-Artzney",12,6
"Wund-Artzney",13,6
"Wund-Artzney",14,7
"Wund-Artzney",15,7
"Wund-Artzney",16,7
"Wund-Artzney",17,8
"Wund-Artzney",18,9
"Wund-Artzney",19,9
"Wund-Artzney",20,10
"Wund-Artzney",21,10
"Wund-Artzney",22,10
"Wund-Artzney",23,10
"Wund-Artzney",24,10
"Wund-Artzney",25,11
"Wund-Artzney",26,12
"Wund-Artzney",27,12
"Wund-Artzney",28,13
"Phythologia",1,1
"Phythologia",2,2
"Phythologia",3,3
"Phythologia",4,4
"Phythologia",5,4
"Phythologia",6,4
"Phythologia",7,4
"Phythologia",8,4
"Phythologia",9,4
"Phythologia",10,4
"Phythologia",11,4
"Phythologia",12,4
"ThesaurusSanitatis",1,1
"ThesaurusSanitatis",2,2
"ThesaurusSanitatis",3,2
"ThesaurusSanitatis",4,3
"ThesaurusSanitatis",5,4
"ThesaurusSanitatis",6,4
"ThesaurusSanitatis",7,5
"ThesaurusSanitatis",8,6
"ThesaurusSanitatis",9,7
"ThesaurusSanitatis",10,8
"ThesaurusSanitatis",11,8
"ThesaurusSanitatis",12,9
"ThesaurusSanitatis",13,10
"ThesaurusSanitatis",14,11
"ThesaurusSanitatis",15,12
"ThesaurusSanitatis",16,12
"ThesaurusSanitatis",17,12
"ThesaurusSanitatis",18,13
"ThesaurusSanitatis",19,14
"ThesaurusSanitatis",20,15
"SonderbaresKraeuterbuch",1,1
"SonderbaresKraeuterbuch",2,2
"SonderbaresKraeuterbuch",3,3
"SonderbaresKraeuterbuch",4,3
"SonderbaresKraeuterbuch",5,4
"SonderbaresKraeuterbuch",6,4
"SonderbaresKraeuterbuch",7,4
"SonderbaresKraeuterbuch",8,5
"SonderbaresKraeuterbuch",9,5
"SonderbaresKraeuterbuch",10,5
"SonderbaresKraeuterbuch",11,5
"SonderbaresKraeuterbuch",12,6
"SonderbaresKraeuterbuch",13,6
"SonderbaresKraeuterbuch",14,6
"SonderbaresKraeuterbuch",15,7
"SonderbaresKraeuterbuch",16,7
"SonderbaresKraeuterbuch",17,7
"SonderbaresKraeuterbuch",18,8
"SonderbaresKraeuterbuch",19,8
"SonderbaresKraeuterbuch",20,8
"SonderbaresKraeuterbuch",21,8
"SonderbaresKraeuterbuch",22,9
"SonderbaresKraeuterbuch",23,9
"SonderbaresKraeuterbuch",24,10
"SonderbaresKraeuterbuch",25,10
"SonderbaresKraeuterbuch",26,10
"SonderbaresKraeuterbuch",27,10
"SonderbaresKraeuterbuch",28,11
"SonderbaresKraeuterbuch",29,11
"SonderbaresKraeuterbuch",30,11
"SonderbaresKraeuterbuch",31,11
"SonderbaresKraeuterbuch",32,11
"SonderbaresKraeuterbuch",33,11
"SonderbaresKraeuterbuch",34,11
"SonderbaresKraeuterbuch",35,11
"SonderbaresKraeuterbuch",36,11
"SonderbaresKraeuterbuch",37,11
"SonderbaresKraeuterbuch",38,11
"SonderbaresKraeuterbuch",39,11
"SonderbaresKraeuterbuch",40,11
"SonderbaresKraeuterbuch",41,11
"SonderbaresKraeuterbuch",42,11
"SonderbaresKraeuterbuch",43,12
"SonderbaresKraeuterbuch",44,12
"SonderbaresKraeuterbuch",45,12
"SonderbaresKraeuterbuch",46,12
"SonderbaresKraeuterbuch",47,12
"SonderbaresKraeuterbuch",48,12
"SonderbaresKraeuterbuch",49,12
"SonderbaresKraeuterbuch",50,12
"SonderbaresKraeuterbuch",51,12
"SonderbaresKraeuterbuch",52,12
"SonderbaresKraeuterbuch",53,12
"SonderbaresKraeuterbuch",54,12
"SonderbaresKraeuterbuch",55,12
"SonderbaresKraeuterbuch",56,12
"SonderbaresKraeuterbuch",57,12
"SonderbaresKraeuterbuch",58,13
"SonderbaresKraeuterbuch",59,13
"SonderbaresKraeuterbuch",60,13
"SonderbaresKraeuterbuch",61,14
"SonderbaresKraeuterbuch",62,14
"SchweizerischerBotanicus",1,1
"SchweizerischerBotanicus",2,1
"SchweizerischerBotanicus",3,2
"SchweizerischerBotanicus",4,2
"SchweizerischerBotanicus",5,3
"SchweizerischerBotanicus",6,4
"SchweizerischerBotanicus",7,4
"SchweizerischerBotanicus",8,4
"SchweizerischerBotanicus",9,5
"SchweizerischerBotanicus",10,5
"SchweizerischerBotanicus",11,5
"SchweizerischerBotanicus",12,6
"SchweizerischerBotanicus",13,7
"SchweizerischerBotanicus",14,7
"SchweizerischerBotanicus",15,7
"SchweizerischerBotanicus",16,7
"SchweizerischerBotanicus",17,7
"SchweizerischerBotanicus",18,7
"SchweizerischerBotanicus",19,7
"TheatrumBotanicum",1,1
"TheatrumBotanicum",2,2
"TheatrumBotanicum",3,3
"TheatrumBotanicum",4,4
"TheatrumBotanicum",5,5
"TheatrumBotanicum",6,5
"TheatrumBotanicum",7,5
"TheatrumBotanicum",8,5
"TheatrumBotanicum",9,6
"TheatrumBotanicum",10,7
"TheatrumBotanicum",11,7
"TheatrumBotanicum",12,7
"TheatrumBotanicum",13,7
"TheatrumBotanicum",14,8
"TheatrumBotanicum",15,8
"TheatrumBotanicum",16,9
"TheatrumBotanicum",17,9
"TheatrumBotanicum",18,9
"TheatrumBotanicum",19,9
"TheatrumBotanicum",20,9
"TheatrumBotanicum",21,9
"TheatrumBotanicum",22,9
"TheatrumBotanicum",23,9
"TheatrumBotanicum",24,10
"ViridariumReformatum",1,1
"ViridariumReformatum",2,2
"ViridariumReformatum",3,3
"ViridariumReformatum",4,4
"ViridariumReformatum",5,5
"ViridariumReformatum",6,6
"ViridariumReformatum",7,6
"ViridariumReformatum",8,6
"ViridariumReformatum",9,6
"ViridariumReformatum",10,7
"ViridariumReformatum",11,8
"ViridariumReformatum",12,8
"ViridariumReformatum",13,8
"ViridariumReformatum",14,9
"ViridariumReformatum",15,10
"FloraSaturnizans",1,1
"FloraSaturnizans",2,1
"FloraSaturnizans",3,2
"FloraSaturnizans",4,3
"FloraSaturnizans",5,4
"FloraSaturnizans",6,5
"FloraSaturnizans",7,6
"FloraSaturnizans",8,7
"FloraSaturnizans",9,8
"FloraSaturnizans",10,9
"FloraSaturnizans",11,10
"FloraSaturnizans",12,11
"FloraSaturnizans",13,12
"FloraSaturnizans",14,13
"FloraSaturnizans",15,14
"FloraSaturnizans",16,15
"FloraSaturnizans",17,16
"FloraSaturnizans",18,16
"FloraSaturnizans",19,17
"FloraSaturnizans",20,18
"FloraSaturnizans",21,19
"FloraSaturnizans",22,20
"FloraSaturnizans",23,21
"FloraSaturnizans",24,22
"FloraSaturnizans",25,22
"FloraSaturnizans",26,23
"FloraSaturnizans",27,23
"FloraSaturnizans",28,24
"FloraSaturnizans",29,24
"FloraSaturnizans",30,25
"FloraSaturnizans",31,26
"FloraSaturnizans",32,26
"FloraSaturnizans",33,27
"FloraSaturnizans",34,27
"FloraSaturnizans",35,28
"FloraSaturnizans",36,29
"FloraSaturnizans",37,30
"FloraSaturnizans",38,30
"FloraSaturnizans",39,31
"FloraSaturnizans",40,31
"FloraSaturnizans",41,31
"FloraSaturnizans",42,31
"MysterivmSigillorvm",1,1
"MysterivmSigillorvm",2,2
"MysterivmSigillorvm",3,3
"MysterivmSigillorvm",4,4
"MysterivmSigillorvm",5,5
"MysterivmSigillorvm",6,6
"MysterivmSigillorvm",7,7
"MysterivmSigillorvm",8,8
"MysterivmSigillorvm",9,9
"MysterivmSigillorvm",10,10
"MysterivmSigillorvm",11,10
"MysterivmSigillorvm",12,10
"MysterivmSigillorvm",13,11
"MysterivmSigillorvm",14,11
"MysterivmSigillorvm",15,11
"MysterivmSigillorvm",16,12
"MysterivmSigillorvm",17,13
"MysterivmSigillorvm",18,14
"MysterivmSigillorvm",19,15
"MysterivmSigillorvm",20,16
"MysterivmSigillorvm",21,17
"MysterivmSigillorvm",22,18
"MysterivmSigillorvm",23,18
"MysterivmSigillorvm",24,19
"MysterivmSigillorvm",25,19
"MysterivmSigillorvm",26,19
"MysterivmSigillorvm",27,19
"MysterivmSigillorvm",28,19
"MysterivmSigillorvm",29,19
"MysterivmSigillorvm",30,20
"MysterivmSigillorvm",31,20
"MysterivmSigillorvm",32,20
"MysterivmSigillorvm",33,21
"BlackwellischesKraeuterbuch",1,1
"BlackwellischesKraeuterbuch",2,2
"BlackwellischesKraeuterbuch",3,3
"BlackwellischesKraeuterbuch",4,4
"BlackwellischesKraeuterbuch",5,5
"BlackwellischesKraeuterbuch",6,6
"BlackwellischesKraeuterbuch",7,7
"BlackwellischesKraeuterbuch",8,8
"BlackwellischesKraeuterbuch",9,9
"BlackwellischesKraeuterbuch",10,10
"BlackwellischesKraeuterbuch",11,11
"BlackwellischesKraeuterbuch",12,11
"BlackwellischesKraeuterbuch",13,11
"BlackwellischesKraeuterbuch",14,12
"BlackwellischesKraeuterbuch",15,12
"BlackwellischesKraeuterbuch",16,13
"BlackwellischesKraeuterbuch",17,13
"EinleitungZuDerKraeuterkenntnisz",1,1
"EinleitungZuDerKraeuterkenntnisz",2,1
"EinleitungZuDerKraeuterkenntnisz",3,1
"EinleitungZuDerKraeuterkenntnisz",4,1
"EinleitungZuDerKraeuterkenntnisz",5,1
"EinleitungZuDerKraeuterkenntnisz",6,2
"EinleitungZuDerKraeuterkenntnisz",7,2
"EinleitungZuDerKraeuterkenntnisz",8,2
"EinleitungZuDerKraeuterkenntnisz",9,3
"EinleitungZuDerKraeuterkenntnisz",10,3
"EinleitungZuDerKraeuterkenntnisz",11,3
"EinleitungZuDerKraeuterkenntnisz",12,3
"EinleitungZuDerKraeuterkenntnisz",13,3
"EinleitungZuDerKraeuterkenntnisz",14,3
"EinleitungZuDerKraeuterkenntnisz",15,4
"EinleitungZuDerKraeuterkenntnisz",16,5
"EinleitungZuDerKraeuterkenntnisz",17,5
"EinleitungZuDerKraeuterkenntnisz",18,5
"EinleitungZuDerKraeuterkenntnisz",19,5
"EinleitungZuDerKraeuterkenntnisz",20,6
"EinleitungZuDerKraeuterkenntnisz",21,6
"EinleitungZuDerKraeuterkenntnisz",22,6
"EinleitungZuDerKraeuterkenntnisz",23,6
"EinleitungZuDerKraeuterkenntnisz",24,6
"EinleitungZuDerKraeuterkenntnisz",25,7
"EinleitungZuDerKraeuterkenntnisz",26,7
"EinleitungZuDerKraeuterkenntnisz",27,8
"EinleitungZuDerKraeuterkenntnisz",28,9
"EinleitungZuDerKraeuterkenntnisz",29,9
"EinleitungZuDerKraeuterkenntnisz",30,9
"EinleitungZuDerKraeuterkenntnisz",31,9
"EinleitungZuDerKraeuterkenntnisz",32,9
"EinleitungZuDerKraeuterkenntnisz",33,9
"EinleitungZuDerKraeuterkenntnisz",34,9
"EinleitungZuDerKraeuterkenntnisz",35,9
"EinleitungZuDerKraeuterkenntnisz",36,9
"EinleitungZuDerKraeuterkenntnisz",37,9
"EinleitungZuDerKraeuterkenntnisz",38,9
"EinleitungZuDerKraeuterkenntnisz",39,9
"EinleitungZuDerKraeuterkenntnisz",40,9
"EinleitungZuDerKraeuterkenntnisz",41,9
"EinleitungZuDerKraeuterkenntnisz",42,9
"EinleitungZuDerKraeuterkenntnisz",43,9
"EinleitungZuDerKraeuterkenntnisz",44,9
"EinleitungZuDerKraeuterkenntnisz",45,10
"EinleitungZuDerKraeuterkenntnisz",46,10
"EinleitungZuDerKraeuterkenntnisz",47,10
"EinleitungZuDerKraeuterkenntnisz",48,10
"EinleitungZuDerKraeuterkenntnisz",49,11
"EinleitungZuDerKraeuterkenntnisz",50,11
"EinleitungZuDerKraeuterkenntnisz",51,11
"EinleitungZuDerKraeuterkenntnisz",52,11
"EinleitungZuDerKraeuterkenntnisz",53,11
"EinleitungZuDerKraeuterkenntnisz",54,12
"EinleitungZuDerKraeuterkenntnisz",55,12
"EinleitungZuDerKraeuterkenntnisz",56,12
"EinleitungZuDerKraeuterkenntnisz",57,12
"EinleitungZuDerKraeuterkenntnisz",58,12
"EinleitungZuDerKraeuterkenntnisz",59,12
"EinleitungZuDerKraeuterkenntnisz",60,12
"EinleitungZuDerKraeuterkenntnisz",61,12
"EinleitungZuDerKraeuterkenntnisz",62,12
"EinleitungZuDerKraeuterkenntnisz",63,12
"EinleitungZuDerKraeuterkenntnisz",64,12
"EinleitungZuDerKraeuterkenntnisz",65,12
"EinleitungZuDerKraeuterkenntnisz",66,12
"EinleitungZuDerKraeuterkenntnisz",67,12
"EinleitungZuDerKraeuterkenntnisz",68,12
"EinleitungZuDerKraeuterkenntnisz",69,12
"EinleitungZuDerKraeuterkenntnisz",70,12
"EinleitungZuDerKraeuterkenntnisz",71,12
"EinleitungZuDerKraeuterkenntnisz",72,12
"EinleitungZuDerKraeuterkenntnisz",73,12
"EinleitungZuDerKraeuterkenntnisz",74,12
"EinleitungZuDerKraeuterkenntnisz",75,12
"EinleitungZuDerKraeuterkenntnisz",76,12
"EinleitungZuDerKraeuterkenntnisz",77,12
"EinleitungZuDerKraeuterkenntnisz",78,12
"EinleitungZuDerKraeuterkenntnisz",79,12
"EinleitungZuDerKraeuterkenntnisz",80,12
"EinleitungZuDerKraeuterkenntnisz",81,12
"EinleitungZuDerKraeuterkenntnisz",82,12
"EinleitungZuDerKraeuterkenntnisz",83,12
"EinleitungZuDerKraeuterkenntnisz",84,12
"EinleitungZuDerKraeuterkenntnisz",85,12
"EinleitungZuDerKraeuterkenntnisz",86,12
"EinleitungZuDerKraeuterkenntnisz",87,12
"EinleitungZuDerKraeuterkenntnisz",88,12
"EinleitungZuDerKraeuterkenntnisz",89,12
