"title","N","V"
"ArtzneyBuchleinDerKreutter",7,4
"ArtzneyBuchleinDerKreutter",8,4
"ArtzneyBuchleinDerKreutter",9,4
"ArtzneyBuchleinDerKreutter",10,4
"ArtzneyBuchleinDerKreutter",11,4
"ArtzneyBuchleinDerKreutter",12,5
"ArtzneyBuchleinDerKreutter",13,5
"ArtzneyBuchleinDerKreutter",14,5
"ArtzneyBuchleinDerKreutter",15,5
"ArtzneyBuchleinDerKreutter",16,5
"ArtzneyBuchleinDerKreutter",17,6
"ArtzneyBuchleinDerKreutter",18,7
"ArtzneyBuchleinDerKreutter",19,7
"ArtzneyBuchleinDerKreutter",20,7
"ArtzneyBuchleinDerKreutter",21,7
"ArtzneyBuchleinDerKreutter",22,7
"ArtzneyBuchleinDerKreutter",23,7
"ArtzneyBuchleinDerKreutter",24,8
"ArtzneyBuchleinDerKreutter",25,8
"ArtzneyBuchleinDerKreutter",26,8
"ArtzneyBuchleinDerKreutter",27,8
"ArtzneyBuchleinDerKreutter",28,8
"ArtzneyBuchleinDerKreutter",29,8
"ArtzneyBuchleinDerKreutter",30,8
"ArtzneyBuchleinDerKreutter",31,9
"ArtzneyBuchleinDerKreutter",32,9
"ArtzneyBuchleinDerKreutter",33,9
"ArtzneyBuchleinDerKreutter",34,9
"ArtzneyBuchleinDerKreutter",35,9
"ContrafaytKreuterbuch",1,1
"ContrafaytKreuterbuch",2,2
"ContrafaytKreuterbuch",3,2
"ContrafaytKreuterbuch",4,3
"ContrafaytKreuterbuch",5,4
"ContrafaytKreuterbuch",6,5
"ContrafaytKreuterbuch",7,5
"ContrafaytKreuterbuch",8,5
"ContrafaytKreuterbuch",9,5
"ContrafaytKreuterbuch",10,5
"ContrafaytKreuterbuch",11,6
"ContrafaytKreuterbuch",12,7
"ContrafaytKreuterbuch",13,8
"ContrafaytKreuterbuch",14,8
"ContrafaytKreuterbuch",15,8
"ContrafaytKreuterbuch",16,9
"ContrafaytKreuterbuch",17,9
"ContrafaytKreuterbuch",18,10
"ContrafaytKreuterbuch",19,11
"ContrafaytKreuterbuch",20,11
"ContrafaytKreuterbuch",21,12
"ContrafaytKreuterbuch",22,12
"ContrafaytKreuterbuch",23,12
"ContrafaytKreuterbuch",24,13
"ContrafaytKreuterbuch",25,13
"ContrafaytKreuterbuch",26,13
"ContrafaytKreuterbuch",27,14
"ContrafaytKreuterbuch",28,14
"ContrafaytKreuterbuch",29,14
"ContrafaytKreuterbuch",30,15
"ContrafaytKreuterbuch",31,16
"ContrafaytKreuterbuch",32,16
"ContrafaytKreuterbuch",33,16
"ContrafaytKreuterbuch",34,17
"ContrafaytKreuterbuch",35,17
"ContrafaytKreuterbuch",36,18
"ContrafaytKreuterbuch",37,19
"ContrafaytKreuterbuch",38,20
"NewKreuetterBuch",1,1
"NewKreuetterBuch",2,2
"NewKreuetterBuch",3,3
"NewKreuetterBuch",4,3
"NewKreuetterBuch",5,4
"NewKreuetterBuch",6,5
"NewKreuetterBuch",7,6
"NewKreuetterBuch",8,7
"NewKreuetterBuch",9,7
"NewKreuetterBuch",10,8
"NewKreuetterBuch",11,8
"NewKreuetterBuch",12,8
"NewKreuetterBuch",13,8
"NewKreuetterBuch",14,8
"NewKreuetterbbuch",1,1
"NewKreuetterbbuch",2,2
"NewKreuetterbbuch",3,3
"NewKreuetterbbuch",4,4
"NewKreuetterbbuch",5,5
"NewKreuetterbbuch",6,6
"NewKreuetterbbuch",7,7
"NewKreuetterbbuch",8,8
"NewKreuetterbbuch",9,8
"NewKreuetterbbuch",10,8
"NewKreuetterbbuch",11,8
"NewKreuetterbbuch",12,8
"NewKreuetterbbuch",13,8
"NewKreuetterbbuch",14,8
"NewKreuetterbbuch",15,8
"NewKreuetterbbuch",16,8
"NewKreuetterbbuch",17,8
"WieSichMeniglich",1,1
"WieSichMeniglich",2,2
"WieSichMeniglich",3,2
"WieSichMeniglich",4,3
"WieSichMeniglich",5,4
"WieSichMeniglich",6,5
"NewKreueterbuch",1,1
"NewKreueterbuch",2,1
"NewKreueterbuch",3,2
"NewKreueterbuch",4,3
"NewKreueterbuch",5,4
"NewKreueterbuch",6,5
"NewKreueterbuch",7,5
"NewKreueterbuch",8,6
"NewKreueterbuch",9,7
"NewKreueterbuch",10,8
"NewKreueterbuch",11,9
"Paradeiszgaertlein",1,1
"Paradeiszgaertlein",2,2
"Paradeiszgaertlein",3,3
"Paradeiszgaertlein",4,4
"Paradeiszgaertlein",5,5
"Paradeiszgaertlein",6,6
"Paradeiszgaertlein",7,6
"Paradeiszgaertlein",8,6
"Paradeiszgaertlein",9,6
"Paradeiszgaertlein",10,7
"Paradeiszgaertlein",11,7
"Paradeiszgaertlein",12,8
"Paradeiszgaertlein",13,9
"Paradeiszgaertlein",14,10
"Paradeiszgaertlein",15,10
"Paradeiszgaertlein",16,10
"Paradeiszgaertlein",17,10
"Paradeiszgaertlein",18,10
"Paradeiszgaertlein",19,10
"Paradeiszgaertlein",20,10
"Paradeiszgaertlein",21,10
"Paradeiszgaertlein",22,10
"Paradeiszgaertlein",23,11
"Paradeiszgaertlein",24,11
"Paradeiszgaertlein",25,11
"Paradeiszgaertlein",26,12
"AlchymistischePractic",1,1
"AlchymistischePractic",2,2
"AlchymistischePractic",3,3
"AlchymistischePractic",4,3
"AlchymistischePractic",5,4
"HortulusSanitatis",1,1
"HortulusSanitatis",2,2
"HortulusSanitatis",3,3
"HortulusSanitatis",4,3
"HortulusSanitatis",5,4
"HortulusSanitatis",6,5
"HortulusSanitatis",7,6
"HortulusSanitatis",8,7
"HortulusSanitatis",9,8
"HortulusSanitatis",10,8
"HortulusSanitatis",11,8
"HortulusSanitatis",12,8
"HortulusSanitatis",13,8
"KraeuterbuchDesEdelen",1,1
"KraeuterbuchDesEdelen",2,2
"KraeuterbuchDesEdelen",3,2
"KraeuterbuchDesEdelen",4,2
"KraeuterbuchDesEdelen",5,3
"KraeuterbuchDesEdelen",6,3
"KraeuterbuchDesEdelen",7,3
"KraeuterbuchDesEdelen",8,4
"KraeuterbuchDesEdelen",9,4
"KraeuterbuchDesEdelen",10,4
"KraeuterbuchDesEdelen",11,4
"KraeuterbuchDesEdelen",12,4
"PflantzGart",1,1
"PflantzGart",2,2
"PflantzGart",3,3
"PflantzGart",4,3
"PflantzGart",5,4
"PflantzGart",6,5
"PflantzGart",7,5
"PflantzGart",8,6
"PflantzGart",9,7
"PflantzGart",10,7
"PflantzGart",11,7
"PflantzGart",12,7
"PflantzGart",13,7
"PflantzGart",14,7
"PflantzGart",15,8
"PflantzGart",16,8
"PflantzGart",17,9
"PflantzGart",18,9
"PflantzGart",19,9
"PflantzGart",20,9
"PflantzGart",21,9
"PflantzGart",22,9
"PflantzGart",23,10
"PflantzGart",24,11
"PflantzGart",25,12
"PflantzGart",26,13
"PflantzGart",27,14
"PflantzGart",28,14
"PflantzGart",29,14
"PflantzGart",30,15
"PflantzGart",31,15
"PflantzGart",32,15
"PflantzGart",33,16
"PflantzGart",34,16
"PflantzGart",35,16
"PflantzGart",36,16
"PflantzGart",37,16
"PflantzGart",38,16
"PflantzGart",39,16
"PflantzGart",40,16
"PflantzGart",41,17
"PflantzGart",42,17
"Wund-Artzney",1,1
"Wund-Artzney",2,2
"Wund-Artzney",3,3
"Wund-Artzney",4,4
"Wund-Artzney",5,5
"Wund-Artzney",6,5
"Wund-Artzney",7,6
"Wund-Artzney",8,7
"Wund-Artzney",9,8
"Wund-Artzney",10,8
"Wund-Artzney",11,9
"Wund-Artzney",12,10
"Wund-Artzney",13,10
"Wund-Artzney",14,10
"Wund-Artzney",15,10
"Wund-Artzney",16,10
"Wund-Artzney",17,10
"Wund-Artzney",18,10
"Wund-Artzney",19,10
"Wund-Artzney",20,10
"Wund-Artzney",21,10
"Wund-Artzney",22,10
"Wund-Artzney",23,10
"Wund-Artzney",24,10
"Wund-Artzney",25,10
"Wund-Artzney",26,11
"Wund-Artzney",27,11
"Wund-Artzney",28,12
"Phythologia",1,1
"ThesaurusSanitatis",1,1
"ThesaurusSanitatis",2,2
"ThesaurusSanitatis",3,2
"ThesaurusSanitatis",4,3
"ThesaurusSanitatis",5,4
"ThesaurusSanitatis",6,5
"ThesaurusSanitatis",7,6
"ThesaurusSanitatis",8,6
"ThesaurusSanitatis",9,6
"ThesaurusSanitatis",10,6
"ThesaurusSanitatis",11,6
"ThesaurusSanitatis",12,6
"ThesaurusSanitatis",13,6
"ThesaurusSanitatis",14,6
"ThesaurusSanitatis",15,6
"ThesaurusSanitatis",16,6
"ThesaurusSanitatis",17,6
"ThesaurusSanitatis",18,6
"ThesaurusSanitatis",19,6
"ThesaurusSanitatis",20,6
"ThesaurusSanitatis",21,6
"ThesaurusSanitatis",22,6
"ThesaurusSanitatis",23,6
"ThesaurusSanitatis",24,6
"SonderbaresKraeuterbuch",1,1
"SonderbaresKraeuterbuch",2,2
"SonderbaresKraeuterbuch",3,2
"SonderbaresKraeuterbuch",4,3
"SonderbaresKraeuterbuch",5,4
"SonderbaresKraeuterbuch",6,5
"SonderbaresKraeuterbuch",7,5
"SonderbaresKraeuterbuch",8,6
"SonderbaresKraeuterbuch",9,7
"SonderbaresKraeuterbuch",10,8
"SonderbaresKraeuterbuch",11,8
"SonderbaresKraeuterbuch",12,8
"SonderbaresKraeuterbuch",13,8
"SonderbaresKraeuterbuch",14,8
"SonderbaresKraeuterbuch",15,8
"SonderbaresKraeuterbuch",16,8
"SonderbaresKraeuterbuch",17,8
"SonderbaresKraeuterbuch",18,8
"SonderbaresKraeuterbuch",19,8
"SonderbaresKraeuterbuch",20,8
"SonderbaresKraeuterbuch",21,8
"SonderbaresKraeuterbuch",22,8
"SonderbaresKraeuterbuch",23,8
"SonderbaresKraeuterbuch",24,8
"SonderbaresKraeuterbuch",25,8
"SonderbaresKraeuterbuch",26,8
"SonderbaresKraeuterbuch",27,8
"SonderbaresKraeuterbuch",28,8
"SonderbaresKraeuterbuch",29,8
"TheatrumBotanicum",1,1
"TheatrumBotanicum",2,1
"TheatrumBotanicum",3,2
"TheatrumBotanicum",4,2
"TheatrumBotanicum",5,2
"TheatrumBotanicum",6,3
"TheatrumBotanicum",7,4
"ViridariumReformatum",1,1
"ViridariumReformatum",2,2
"ViridariumReformatum",3,2
"ViridariumReformatum",4,2
"ViridariumReformatum",5,3
"ViridariumReformatum",6,4
"ViridariumReformatum",7,5
"ViridariumReformatum",8,6
"ViridariumReformatum",9,6
"ViridariumReformatum",10,6
"ViridariumReformatum",11,6
"ViridariumReformatum",12,6
"ViridariumReformatum",13,7
"FloraSaturnizans",1,1
"FloraSaturnizans",2,2
"FloraSaturnizans",3,3
"FloraSaturnizans",4,4
"FloraSaturnizans",5,5
"FloraSaturnizans",6,5
"FloraSaturnizans",7,6
"FloraSaturnizans",8,6
"FloraSaturnizans",9,6
"FloraSaturnizans",10,6
"FloraSaturnizans",11,7
"FloraSaturnizans",12,7
"FloraSaturnizans",13,8
"FloraSaturnizans",14,9
"FloraSaturnizans",15,9
"FloraSaturnizans",16,9
"FloraSaturnizans",17,9
"FloraSaturnizans",18,9
"MysterivmSigillorvm",1,1
"MysterivmSigillorvm",2,2
"MysterivmSigillorvm",3,3
"MysterivmSigillorvm",4,3
"MysterivmSigillorvm",5,4
"MysterivmSigillorvm",6,4
"MysterivmSigillorvm",7,4
"MysterivmSigillorvm",8,4
"MysterivmSigillorvm",9,5
"MysterivmSigillorvm",10,5
"MysterivmSigillorvm",11,5
"MysterivmSigillorvm",12,6
"MysterivmSigillorvm",13,7
"MysterivmSigillorvm",14,7
"MysterivmSigillorvm",15,7
"MysterivmSigillorvm",16,7
"MysterivmSigillorvm",17,7
"MysterivmSigillorvm",18,7
"MysterivmSigillorvm",19,7
"MysterivmSigillorvm",20,7
"MysterivmSigillorvm",21,7
"MysterivmSigillorvm",22,7
"MysterivmSigillorvm",23,7
"MysterivmSigillorvm",24,7
"MysterivmSigillorvm",25,7
"MysterivmSigillorvm",26,8
"MysterivmSigillorvm",27,8
"MysterivmSigillorvm",28,8
"MysterivmSigillorvm",29,8
"MysterivmSigillorvm",30,8
"MysterivmSigillorvm",31,9
"MysterivmSigillorvm",32,9
"MysterivmSigillorvm",33,9
"MysterivmSigillorvm",34,10
"MysterivmSigillorvm",35,10
"BlackwellischesKraeuterbuch",1,1
"BlackwellischesKraeuterbuch",2,2
"BlackwellischesKraeuterbuch",3,3
"BlackwellischesKraeuterbuch",4,4
"BlackwellischesKraeuterbuch",5,5
"BlackwellischesKraeuterbuch",6,6
"BlackwellischesKraeuterbuch",7,6
"BlackwellischesKraeuterbuch",8,6
"EinleitungZuDerKraeuterkenntnisz",1,1
"EinleitungZuDerKraeuterkenntnisz",2,2
"EinleitungZuDerKraeuterkenntnisz",3,3
"EinleitungZuDerKraeuterkenntnisz",4,3
"EinleitungZuDerKraeuterkenntnisz",5,3
"EinleitungZuDerKraeuterkenntnisz",6,3
"EinleitungZuDerKraeuterkenntnisz",7,3
"EinleitungZuDerKraeuterkenntnisz",8,3
"EinleitungZuDerKraeuterkenntnisz",9,3
"EinleitungZuDerKraeuterkenntnisz",10,3
"Unterricht",1,1
"Unterricht",2,2
"Unterricht",3,3
"Unterricht",4,3
"GrundrissKraeuterkunde",1,1
"GrundrissKraeuterkunde",2,2
"GrundrissKraeuterkunde",3,3
"GrundrissKraeuterkunde",4,3
"GrundrissKraeuterkunde",5,3
"GrundrissKraeuterkunde",6,3
"GrundrissKraeuterkunde",7,3
"GrundrissKraeuterkunde",8,4
"GrundrissKraeuterkunde",9,4
"GrundrissKraeuterkunde",10,5
"GrundrissKraeuterkunde",11,5
"GrundrissKraeuterkunde",12,6
"GrundrissKraeuterkunde",13,6
"GrundrissKraeuterkunde",14,6
"GrundrissKraeuterkunde",15,6
"GrundrissKraeuterkunde",16,6
"GrundrissKraeuterkunde",17,6
"GrundrissKraeuterkunde",18,7
"GrundrissKraeuterkunde",19,7
"GrundrissKraeuterkunde",20,8
"GrundrissKraeuterkunde",21,8
"GrundrissKraeuterkunde",22,8
"GrundrissKraeuterkunde",23,8
"GrundrissKraeuterkunde",24,8
"Apothekerlexikon",1,1
"Apothekerlexikon",2,2
"Apothekerlexikon",3,3
"Apothekerlexikon",4,4
"Apothekerlexikon",5,4
"Apothekerlexikon",6,4
"Apothekerlexikon",7,5
"Apothekerlexikon",8,5
"Apothekerlexikon",9,6
"Apothekerlexikon",10,7
"Apothekerlexikon",11,7
"Apothekerlexikon",12,8
"Apothekerlexikon",13,8
"Apothekerlexikon",14,9
"Apothekerlexikon",15,9
"GetreueDarstellungUndBeschreibung",1,1
"GetreueDarstellungUndBeschreibung",2,1
"Flora-7",1,1
"Flora-7",2,2
"Flora-7",3,3
"Flora-7",4,4
"Flora-7",5,5
"Flora-7",6,6
"Flora-6",1,1
"Flora-6",2,2
"EigenschaftenAllerHeilpflanzen",1,1
"EigenschaftenAllerHeilpflanzen",2,1
"EigenschaftenAllerHeilpflanzen",3,2
"EigenschaftenAllerHeilpflanzen",4,3
"EigenschaftenAllerHeilpflanzen",5,4
"EigenschaftenAllerHeilpflanzen",6,4
"EigenschaftenAllerHeilpflanzen",7,4
"EigenschaftenAllerHeilpflanzen",8,4
"EigenschaftenAllerHeilpflanzen",9,4
"EigenschaftenAllerHeilpflanzen",10,4
"EigenschaftenAllerHeilpflanzen",11,5
"EigenschaftenAllerHeilpflanzen",12,5
"EigenschaftenAllerHeilpflanzen",13,6
"EigenschaftenAllerHeilpflanzen",14,6
"EigenschaftenAllerHeilpflanzen",15,7
"EigenschaftenAllerHeilpflanzen",16,7
"EigenschaftenAllerHeilpflanzen",17,7
"EigenschaftenAllerHeilpflanzen",18,7
"EigenschaftenAllerHeilpflanzen",19,7
"EigenschaftenAllerHeilpflanzen",20,7
"EigenschaftenAllerHeilpflanzen",21,7
"EigenschaftenAllerHeilpflanzen",22,7
"NochEinigeWorte",1,1
"NochEinigeWorte",2,2
"NochEinigeWorte",3,3
"NochEinigeWorte",4,4
"NochEinigeWorte",5,5
"NochEinigeWorte",6,5
"NochEinigeWorte",7,6
"NochEinigeWorte",8,7
"NochEinigeWorte",9,7
"NochEinigeWorte",10,7
"NochEinigeWorte",11,7
"NochEinigeWorte",12,7
"NochEinigeWorte",13,7
"NochEinigeWorte",14,7
"NochEinigeWorte",15,7
"NochEinigeWorte",16,7
"NochEinigeWorte",17,7
"NochEinigeWorte",18,8
"NochEinigeWorte",19,8
"NochEinigeWorte",20,9
"NochEinigeWorte",21,10
"NochEinigeWorte",22,11
"NochEinigeWorte",23,12
"VorlesungenUeberKraeuterkunde",1,1
"VorlesungenUeberKraeuterkunde",2,2
"VorlesungenUeberKraeuterkunde",3,2
"VorlesungenUeberKraeuterkunde",4,3
"VorlesungenUeberKraeuterkunde",5,4
"VorlesungenUeberKraeuterkunde",6,5
"VorlesungenUeberKraeuterkunde",7,6
"VorlesungenUeberKraeuterkunde",8,7
"VorlesungenUeberKraeuterkunde",9,8
"VorlesungenUeberKraeuterkunde",10,9
"VorlesungenUeberKraeuterkunde",11,9
"VorlesungenUeberKraeuterkunde",12,9
"VorlesungenUeberKraeuterkunde",13,9
"VorlesungenUeberKraeuterkunde",14,9
"VorlesungenUeberKraeuterkunde",15,9
"VorlesungenUeberKraeuterkunde",16,10
"VorlesungenUeberKraeuterkunde",17,10
"VorlesungenUeberKraeuterkunde",18,10
"VorlesungenUeberKraeuterkunde",19,10
"VorlesungenUeberKraeuterkunde",20,10
"VorlesungenUeberKraeuterkunde",21,11
"VorlesungenUeberKraeuterkunde",22,11
"GrossesIllustriertesKraeuterbuch",1,1
"GrossesIllustriertesKraeuterbuch",2,1
"GrossesIllustriertesKraeuterbuch",3,2
"GrossesIllustriertesKraeuterbuch",4,3
"GrossesIllustriertesKraeuterbuch",5,4
"DeutschePflanzennamen",1,1
"DeutschePflanzennamen",2,2
"DeutschePflanzennamen",3,2
"DeutschePflanzennamen",4,3
"DeutschePflanzennamen",5,4
"DeutschePflanzennamen",6,5
"DeutschePflanzennamen",7,6
"DeutschePflanzennamen",8,6
"DeutschePflanzennamen",9,7
"DeutschePflanzennamen",10,7
"DeutschePflanzennamen",11,8
"DeutschePflanzennamen",12,8
"DeutschePflanzennamen",13,8
"DeutschePflanzennamen",14,9
"DeutschePflanzennamen",15,10
"DeutschePflanzennamen",16,11
"DeutschePflanzennamen",17,12
"DeutschePflanzennamen",18,13
"DeutschePflanzennamen",19,13
"DeutschePflanzennamen",20,14
"DeutschePflanzennamen",21,15
"DeutschePflanzennamen",22,15
"DeutschePflanzennamen",23,16
"DeutschePflanzennamen",24,17
"FloraDerPreussischenRheinlande",1,1
"FloraDerPreussischenRheinlande",2,2
"FloraDerPreussischenRheinlande",3,3
"FloraDerPreussischenRheinlande",4,3
"FloraDerPreussischenRheinlande",5,4
"FloraDerPreussischenRheinlande",6,5
"GemeinnuetzigesKraeuterbuch",1,1
"GemeinnuetzigesKraeuterbuch",2,2
"GemeinnuetzigesKraeuterbuch",3,3
"GemeinnuetzigesKraeuterbuch",4,4
"GemeinnuetzigesKraeuterbuch",5,5
"GemeinnuetzigesKraeuterbuch",6,6
"GemeinnuetzigesKraeuterbuch",7,7
"GemeinnuetzigesKraeuterbuch",8,7
"GemeinnuetzigesKraeuterbuch",9,7
"GemeinnuetzigesKraeuterbuch",10,7
"GemeinnuetzigesKraeuterbuch",11,7
"GemeinnuetzigesKraeuterbuch",12,8
"GemeinnuetzigesKraeuterbuch",13,9
"NatuerlichePflanzenfamilien",1,1
"Kraeuterbuch",1,1
"Kraeuterbuch",2,2
"Kraeuterbuch",3,2
"Kraeuterbuch",4,2
"Kraeuterbuch",5,2
"Kraeuterbuch",6,2
"Kraeuterbuch",7,2
"Kraeuterbuch",8,2
"Kraeuterbuch",9,2
