id,kwic,lemma
1a6719c6912cfcc61f4492c252b43d686ea0,Fähigkeiten,Fähigkeit
84d08ae5c39d55ae370ed481383c4eca01f2,Schwierigkeiten,Schwierigkeit
79f45f7c6debb42af70364e0a5fc11b90bca,Krankheit,Krankheit
eb320579a2e2a26a328e211118c304fd18e4,Beliebtheit,Beliebtheit
e785ef0dc80daea0b5737749a806b8eba22d,Zufriedenheit,Zufriedenheit
29e9dfb5378ae739fcac0af184cca212545f,Freiheit,Freiheit
88ecf752d8f5ee092bbec02065be12f93241,Ähnlichkeit,Ähnlichkeit
9304253322d00d8083fc853069435b77d271,Livehaftigkeit,Livehaftigkeit
8fbbd930afa13c1f01d3a50f3b18229e32b6,Verfügbarkeit,Verfügbarkeit
4ee6738394891eae9bcac5b7b39b3887496c,Besonderheiten,Besonderheit
24f31dda2e2b6d7d832c1bec062cc7b44ad9,Kleinigkeit,Kleinigkeit
c72cb5e554bfe0b47df7cb55336b9360926f,Schnelligkeit,Schnelligkeit
b40bc40f9eaa75426bd9fc8e3c2d4127590c,Vergangenheit,Vergangenheit
6f842eb3d5fad55d64d095b86bdb85e19f30,Obrigkeit,Obrigkeit
bdc23a48a28a03162313e584e69772e805d2,Schnelligkeit,Schnelligkeit
fd9f96d8f6c5ae29ab93adc5fbd279078c78,Behandlungsmöglichkeiten,Möglichkeit
d8a3f02dabd1946b115c140e8e1f63e1611a,Selbstzufriedenheit,Zufriedenheit
f7220a07939233640f12dcedfde8b8fc504f,Unsterblichkeit,Sterblichkeit
2ecfabaa3feee0500448ba87ff612c6656f2,Bautätigkeit,Tätigkeit
e06ba72774c5232ee7ec898c02fc875ab713,Verkehrsfähigkeit,Fähigkeit
158d225fe0cb752ef3111a8b928dcee369ad,Beliebtheit,Beliebtheit
8c700618cd64c78c870f51de3de4b9ccbbc3,Trächtigkeit,Trächtigkeit
0555df4e71954a4948e83a64043c5a40a0c3,Folgekrankheiten,Krankheit
d6cdfb777fe4a5a080c0289f64d330723c4e,Möglichkeit,Möglichkeit
e9e7e4f21a7a39fdb4bd5805c5822a1d8c4b,Belastbarkeit,Belastbarkeit
240cd1093251dfd3dabc462399f26531729b,Zufriedenheit,Zufriedenheit
ad3454904c208e8a6161dc603acacbcf5fe1,Sicherheit,Sicherheit
5310088e9ac1162fc7e92062aeb1d0c00747,Tätigkeit,Tätigkeit
625eec1d863f4c65d380b7e49ef411693bce,Möglichkeit,Möglichkeit
75e325639d2cd3f2ddc7bdff56dcabc2059d,Gelegenheit,Gelegenheit
75e325639d2cd3f2ddc7bdff56dcabc2059d,Gelegenheit,Gelegenheit
5dbfd67879cff5bc9f27b28b94566f55b427,Regelmäßigkeit,Regelmäßigkeit
d19f4c11c689f4682564f6f3374bd256989e,Dummheit,Dummheit
609630daf1d6fa229c08ac7a18b31e92600c,Langzeitarbeitslosigkeit,Arbeitslosigkeit
4e069f7d7b4056beb19b762baaaaaefffe21,Moeglichkeit,Möglichkeit
825649632f2aa1dfc5d1ce33db923f7e6c20,Baufreiheit,Freiheit
b4f951c94b6bdbeffa89e30f35aea35955ea,Gelegenheit,Gelegenheit
23989fe772edb8a0f63ca1a12a0a7f568c8b,Druckgeschwindigkeit,Geschwindigkeit
0c06745bbbf38f5d75786ec7a0129911191e,Möglichkeit,Möglichkeit
5bc2548922c156ccf9d90eeb1a01d7c21ade,Notwendigkeit,Notwendigkeit
9acf06797e0ba1883c9ee50221b4489122cb,Gerechtigkeit,Gerechtigkeit
49dcc242f4983c70066be5e0e68a4dad5419,Möglichkeit,Möglichkeit
36565b42a8deca391be30dec4136129b2eaf,Unfähigkeit,Fähigkeit
b02ac9de9c9ac4924fc06d20694fb8468590,Wirklichkeit,Wirklichkeit
b42431c0bad685f41026e4c5aeb058b847c3,Schwierigkeiten,Schwierigkeit
55c3eaff7e4ce7df2a3a162a66d9b5538ed9,Zuständigkeit,Zuständigkeit
93aa3ceae1955d5b8b24ad67144d165c4719,Verträglichkeit,Verträglichkeit
1de449a708554ad64ad00c3f020f1047d57f,Fragwürdigkeiten,Fragwürdigkeit
3888e193a2c9a696c0cbb63dc741d77728af,Krankheiten,Krankheit
a156cb1038b5172ef006bd6a11f3170a3949,Mehrheit,Mehrheit
bb22c6587d93f4e750f6df204b17011f5d78,Mehrheit,Mehrheit
0f2ea757bb7a4f09c76aff863b01c7523a14,Abwesenheit,Abwesenheit
e620051bf5d01a28a360ca591c9a1da79814,Löslichkeit,Löslichkeit
db4e705c5091e356dcae09cdb03be5182b21,Verfügbarkeit,Verfügbarkeit
8aeae83621a733a20de87d6b82bebb3b57c6,Ahnungslosigkeit,Ahnungslosigkeit
372dbe574e6c66284e657e1688c990d217a0,Möglichkeit,Möglichkeit
5c61ba2f6dd1a0380942b57db91dd99c1b9b,Wahrheit,Wahrheit
096ea9f0df6ff41934cd590472e8de5744ed,Unverschämtheit,Verschämtheit
775f0b0d1a8ab38469a6827bd68c12a77e63,Reisemöglichkeiten,Möglichkeit
8510225ff4cc3e8c1114eb855e5c4e8cbf04,Erdigkeit,Erdigkeit
ed6d435d1bca6db59998a0fa6476dc00b451,Menschheit,Menschheit
ed6d435d1bca6db59998a0fa6476dc00b451,Menschheit,Menschheit
1f414d049fed40bcf0e21309bbe434cff8c3,Mehrheit,Mehrheit
0a19b0f8a6bb50598cca64c8b1054f66e61a,Dichtigkeit,Dichtigkeit
4dfe55aa95ac4dad7d73db23eb97f10e5cb4,Wirtschaftlichkeit,Wirtschaftlichkeit
eb22e0eba37561e22b0aa2a3d49113f2b9d7,Wirklichkeit,Wirklichkeit
1e94a918530480b18bbeb16924722c5a98f8,Möglichkeiten,Möglichkeit
c848b449b2593b809f1a4e9e67218471450d,Wahrheit,Wahrheit
a7db176e91732883cb02e3e40b6e0e20edbf,Einheit,Einheit
ab9163e8effb5fcbc377043818460b369f57,Möglichkeiten,Möglichkeit
901d8cceb80438fcdc59a05b1e1c9bfaf7fc,Persönlichkeit,Persönlichkeit
aae3cbc122612cd97526fcb1feaf229b71bc,Unsicherheiten,Sicherheit
6ada4b087270665ea26d45fb362c3f33d937,Geborgenheit,Geborgenheit
b1e17803d6c6d659cdb20ff8592b92dd347b,Mehrheit,Mehrheit
2db5ab77415ff5e210eb3c1a930dd13d9af3,Abstimmungsschwierigkeiten,Schwierigkeit
a5e5e5c612cbef1820e1e18a5813e1ba182e,Überlegenheit,Überlegenheit 
4583fbcb8f4f81f9a5a72a1092c1be590db5,Unsauberkeit,Sauberkeit
e46377ae1e9c43997e0e7196729974e65a71,Besonderheiten,Besonderheit
1019b71fab341d2cc886f2e7250c675334b9,Chancengleichheit,Gleichheit
2375398d527203f8533d341cea902fc93e81,Sicherheit,Sicherheit
25cbb0b53545755e7104ab63cace1272f679,Innovationsfähigkeit,Fähigkeit
600dd9e7116005f8ea76df9b4a980595fdd1,Gelegenheit,Gelegenheit
4c3f8a58bfe9a1a84189e5fb346c14a5fba5,Staudenneuheiten,Neuheit
c1d6dd82d7c6a49ab51c8c96b350b7e992fd,Helligkeit,Helligkeit
f5a88a789908c9e44a674fdda149e25d57c7,Bekanntheit,Bekanntheit
87ecf95c1176ea750dec605ed78f4ea68a99,Arbeitslosigkeit,Arbeitslosigkeit
ed1ba49cc954ab160a9dca4ed6a15ad54cbe,Upload-Geschwindigkeit,Geschwindigkeit
6f684f4171ff693c04c353df2d4bbcadb43a,Abhängigkeit,Abhängigkeit
c6dd3b1934f84c3eadf348f1b1502a9e3e1a,Kleinigkeiten,Kleinigkeit
32a1ce3c72b6d643516081762c387b12d20b,Wahrscheinlichkeit,Wahrscheinlichkeit
11c0e11f6344797c4391784e4da5cd643a3a,Bekanntheit,Bekanntheit
f34f1d8ecc4f8683bfbd4be3aee5a2f9adae,BarrierefreiheitBarrierefreiheit,Freiheit
7547fa11e919d575c5daca3f3a3155bbaa20,Erreichbarkeit,Erreichbarkeit
4e6d235c74a5116abb25e6cd446ef71c1970,Sicherheit,Sicherheit
63c8d554317e07b9b3ba0dd2fcf890de4952,Möglichkeit,Möglichkeit
3cdd85fa01349601f7cf0c15acce70d599f6,Wahrscheinlichkeit,Wahrscheinlichkeit
ac313054d552d7de51182dfd4ec3834af1f2,Helligkeit,Helligkeit
55130aad2bab02e548fc587a705694e6745b,Zuständigkeit,Zuständigkeit
4c591964cffb577e576feb81c028590b4c33,Möglichkeiten,Möglichkeit
b3f979d96473f0b3a544bd72087fc557d027,Gesundheit,Gesundheit
0d91529c00968604d6bcde2b4ea95e116221,Sicherheit,Sicherheit
5dfdf62ad904a6659a78822ce949939004ec,Sicherheit,Sicherheit
ffae61e587263620299386052cb4ad9465b9,Wahrheit,Wahrheit
415b6c15acdd2452eb1ae7b9bcd2338fd886,Möglichkeit,Möglichkeit
5b21be529737b85f333bd6c2ee211159d8b9,Freiheit,Freiheit
687637404c76b2bddb0fd3688dab823005e0,Frechheiten,Frechheit
cf067a117e254d78ed9e65a2deb0dc010c5a,Klarheit,Klarheit
ff2f0c5ee7c8adf6e0f3ce3f3b9a413bcb0d,Richtigkeit,Richtigkeit
0e4d0c3edd20d86e2a576d560819a8b2d0b0,Mehrheit,Mehrheit
81f29f5fd1d673af523109624c1e92810982,Möglichkeiten,Möglichkeit
1fb86e6b0fa53756dfe32e7d1ef80c18c1d3,Wankelmütigkeit,Wankelmütigkeit
50f46db93cbcb9693cc64b465061c97cce09,Freiheit,Freiheit
4be3b1e8b7229bacf0ec62faaa20186b195a,Menschheit,Menschheit
7a2fd41b5a6659b0888762c5ce525110a3d1,Ewigkeiten,Ewigkeit
946b719da645da6ea393a5d21cb76eff9446,Freiheiten,Freiheit
333e00f21a09dd29704cda4fac73d8b2295a,Möglichkeit,Möglichkeit
18be7c0dcb0d54c3c0687353a807c23ee671,Spiellustlosigkeit,Lustlosigkeit
f4b067f4dcbb2486fa5086a47e4301167eb6,Unscheinbarkeit,Unscheinbarkeit
f4b067f4dcbb2486fa5086a47e4301167eb6,UnAbhängigkeit,Abhängigkeit
ea19b5c1c1f0c5c784f2f83a7acfc2e131f5,Richtigkeit,Richtigkeit
ea19b5c1c1f0c5c784f2f83a7acfc2e131f5,Kriegsmüdigkeit,Müdigkeit
cbb8861663339d7e95f1cd04843f4d60c783,Freiheit,Freiheit
f06c54312337f55ed90b164854d4de734c43,Schönheit,Schönheit
1923194bcf9e109ba1b239f4cc597857c9f5,Unsicherheit,Sicherheit
1275f8404852390fe85b01e6bd02998faf9b,Mehrheit,Mehrheit
c10c6a233f7824a1a70084a817a4d6fbb307,Herzensangelegenheit,Angelegenheit
c12949805e8f859dbe4193a4e5d8a9b9d534,Einheit,Einheit
5e5e9336a4f44b6e816038eb1e738eb4fe9e,Öffentlichkeit,Öffentlichkeit
a8f48350c26c56167578c772d177cc86b908,Informationsgeschwindigkeit,Geschwindigkeit
a8f48350c26c56167578c772d177cc86b908,Wichtigkeit,Wichtigkeit
f3e94f9dbc23f7217e40078f904c82f0f0f1,Angelegenheit,Angelegenheit
38841876591d7865eb983a8a58ef5171f543,Möglichkeit,Möglichkeit
c1f4582618b205db7d5b9e87d5c01bf7a62f,Erwerbsmöglichkeiten,Möglichkeit
1c4eba0853198d139136ada6516bd605b865,Widersprüchlichkeit,Widersprüchlichkeit
23bef29c70086b609386a40641339d820f96,Chancengleichheit,Gleichheit
853905a16cb3c0fd5f952cbbc4c05aec853e,Unantastbarkeit,Antastbarkeit
a8a5bd7cec12707d73c6e81daff864afe695,Abhängigkeit,Abhängigkeit
448852b378a87e415be5b4e4f5fbcc34c788,Versorgungssicherheit,Sicherheit
5adf41f482e9bf9fab2df23944ed3cb83329,Rückkehrmöglichkeiten,Möglichkeit
0a666cd93cef879f933736e9067fbcf79da8,Übelkeit,Übelkeit
eed8ac824cd1721be27a6bae93e8816b7bc6,Karrieremöglichkeiten,Möglichkeit
5084a1c8af474566bae067de48044064640f,Schiedsgerichtsbarkeit,Schiedsgerichtsbarkeit 
3f9d3335bf4b0adbf83aadf0cf5138632801,Verbindlichkeiten,Verbindlichkeit
c90abf776a8687296962f789bcdc1b8a913d,Möglichkeit,Möglichkeit
e31538416f6bec61155fd354bb7b0ac7646c,Fristigkeit,Fristigkeit
13bb7785290b7e03b118b71a006027be0c48,Berechenbarkeit,Berechenbarkeit
d145e5f2051c29819d567fdacb7b87b362ab,Höchstgeschwindigkeit,Geschwindigkeit
22b5ef12141e49b0e4b8b1327ec2e16c2b7d,Krediteinheiten,Einheit
c4e525fa052412acd2bf868db71ff5c1ebf3,Möglichkeit,Möglichkeit
bf68ec5809c461582bf90685f80b8dee9e3b,Gesundheit,Gesundheit
097ad0e03e36277dffb0f80cd3d3fda7bb6e,Tätigkeit,Tätigkeit
41e7591593e2178394321ce3944f2fd13535,Möglichkeit,Möglichkeit
122efbc9fffd102b526475dae636cd69dc4a,Möglichkeit,Möglichkeit
5db420d28ad74370383e94779d64a4fed21b,Notwendigkeit,Notwendigkeit
9891134b03a08a34427655f6ab457efe132b,Verborgenheit,Verborgenheit
921789c3d995b66e2a987fae933d1a0f01cb,Traurigkeit,Traurigkeit
d99504da1760f9cca5047975f9214e03599f,Einheit,Einheit
32c9cd36597fe55e7df02cbcad2242741ecb,Höchstgeschwindigkeit,Geschwindigkeit
bbe2553842f0770173ac983feaac7319f299,Fähigkeiten,Fähigkeit
d6575fd7e95d8fa1ed48ff53b6813ba20156,Machbarkeit,Machbarkeit
aa3515e19b25b07dc20b9a2c2214a60dba37,Auffälligkeit,Auffälligkeit
8a836546a67c46507f175283b6264e7f4b15,Notwendigkeit,Notwendigkeit
e5efb0cf52f48ac4ce10e853f6a4c8134941,Übersichtlichkeit,Übersichtlichkeit
dc5b085117402bd837af7d6cf0891965d585,Krankheiten,Krankheit
24b48d9e9db2c2c20b2912e3c79f077195a7,Vergangenheit,Vergangenheit
2828348803eda361be688065564f13441c18,Furchtlosigkeit,Furchtlosigkeit
32f9e0a0c3151361755a59d048aef3b5f199,Genügsamkeit,Genügsamkeit
8f2844f9892537fe0fc429ad0a9cd678bf08,Meinungsfreiheit,Freiheit
7a50049c16d06f38a8d10acab362962a5526,Gesundheit,Gesundheit
7e951c2d390d62ac654c7b7822d16d914fd3,Selbstständigkeit,Selbstständigkeit
0fe4ce5dc27ad175cea552ea1bd6fda0ca30,Eröffnungsfeierlichkeiten,Feierlichkeit
48c0365fa5fd8105e018353d42cc9544a7d5,UnAbhängigkeit,Abhängigkeit
1659e6570f85a824e96d9b1bbc3de16127fd,Geschwindigkeit,Geschwindigkeit
d05c239e1c5f75d3973fee6e5b812f89acdb,Wirklichkeit,Wirklichkeit
8ded2a84ff0ed3f23ce69ad91a6536870f21,Pflegetätigkeit,Tätigkeit
d978c474710247bc3693b95369df4fda9711,Begebenheit,Begebenheit
3930051f0bdb77158bfd1a359e1210f01694,Deutlichkeit,Deutlichkeit
a967758805fe100b56ea819f33feaa44ace6,UnAbhängigkeit,Abhängigkeit
6c9ff398e95cb8e3228c47ae8a5b227cfb0c,Brauchbarkeit,Brauchbarkeit
4f2ff352af2749868ebf3ce2728a3cb240ab,Schönheit,Schönheit
41a352d6d48c7ddcdd9a8d17ffc331abddb6,Wahrheit,Wahrheit
22d48beccb6f285d6b46acffffab448868d7,Schönheit,Schönheit
c45a2afa012de7a91850e1f6e7a2d082654f,Gewohnheiten,Gewohnheit
33e0858339867d0aeb80b3237520df4a7744,Wahrheit,Wahrheit
237b964e6432aa300629b5783acbc68a5bb8,Dummheit,Dummheit
b44bfdbf29e9e8c4c373166963c6ab6f85fc,Aufmerksamkeit,Aufmerksamkeit
bf1ab248e13379259b0702e77f47272088b8,Volljährigkeit,Volljährigkeit
1df79911266872da47b8da7c9889ff7a556f,Widerborstigkeit,Widerborstigkeit
e07d7de972b73acf34989d6ebc80ac223b1c,Krankheit,Krankheit
b13ae15422227e3fb7b6fae68c5336bdf326,Menschheit,Menschheit
2d534a8c45e16ba2b56b04a4f1fd797aa554,Massenarbeitslosigkeit,Arbeitslosigkeit
d4fa1c99d69a6393209d2f5d6c986e5105e6,Antwortgeschwindigkeit,Geschwindigkeit
0cc699530c8086e258119d505e6f05cfb641,Gesundheit,Gesundheit
76bac5677042c9beaa59f708168e0e22e7f7,Möglichkeiten,Möglichkeit
573770246721ff727f703a001de85c650871,Diabeteskrankheit,Krankheit
7025299b55391cda71ecc71be72dfdbd7072,Persönlichkeit,Persönlichkeit
19a32578519624b1e2665b837147cdfb3517,Korrektheit,Korrektheit
869f928fbde3a62171aa48804c827ba738b6,Gesundheit,Gesundheit
b552c7bfa2b2df02da6fb651bba67a0e3ab8,Festlichkeiten,Festlichkeit
5957e7e0603c08e84e816f6c98fc5697f96d,Luftfeuchtigkeit,Feuchtigkeit
e810a58aabb93f6aac89251dc88d954670a0,Wahrheit,Wahrheit
3f15a5e3f475024067138f0c824411b71bac,Krankheit,Krankheit
1b2d6b76ad7317990ab802951c36296c9f4f,Tätigkeit,Tätigkeit
24312bfef19fea556084b15e6a47bdb3bbe5,Erwerbstätigkeit,Tätigkeit
0d406ae4bb47e9b23fca30c1c9f46e627b1b,Freiheit,Freiheit
d210fda4735d7689af2ffe6d957ad0ca7e6a,Sachlichkeit,Sachlichkeit
fce4d5a65720d2ef36ea8851d156aad0b91e,Männlichkeit,Männlichkeit
970b6de4ab264f38dd9bad2bf6e4fb6ab9a0,Möglichkeit,Möglichkeit
64309dd7e5211c124eca159b8b79cb96a27d,Deutlichkeit,Deutlichkeit
a07f3f31e7d79d56c7e7bbcd47b96452483f,Möglichkeiten,Möglichkeit
6cb3939ed7fa4cb6581c53a089933cb45142,Gerechtigkeit,Gerechtigkeit
3231b659ec99beef11a278b31765d1f5538e,Religionsfreiheit,Freiheit
8c4ce2db01713e9851bd4223d3fe5934e5c4,Beliebigkeit,Beliebigkeit
ad46220a93fdcdf211253e0f507fb11a6588,Möglichkeit,Möglichkeit
48571417ea0a03f9e6aca52ba5993f4b973a,Bekömmlichkeit,Bekömmlichkeit
b542b2dd3cc3933fcce63e0ccab7751422ce,Möglichkeit,Möglichkeit
9c9594862ed3ed0949652a08ce655f600b27,Zugangsmöglichkeit,Möglichkeit
e77aa772bdc2efa98ba773ec30c799e30d78,Sicherheit,Sicherheit
cf83fb84fe91ce5d470e53ad4467cc4d6fb5,Besonderheit,Besonderheit
1ae1981bee83e1ba8f3dd33484220771de58,Gelegenheiten,Gelegenheit
9932540f56fbdcac8ec883f72aaeab4df29f,Zuverlässigkeit,Zuverlässigkeit
fbe15544d8160d43fff38b1d118eeb42ce0b,Sachgerechtigkeit,Gerechtigkeit
c5597b99ad93ebf4078282ef73b0d5c68c70,Notwendigkeit,Notwendigkeit
aafb6ea7c5097eb0ebb8e36e2ff7ead9c48f,Möglichkeit,Möglichkeit
4c0a72e98c58ef27938896519e61e0370959,Sehenswürdigkeiten,Sehenswürdigkeit
c77292472f77331fc45da475a08c6f6c5647,Vertraulichkeit,Vertraulichkeit
9affe024ab60f268d50d5621878ef8e7feb7,Vielschichtigkeit,Vielschichtigkeit
65ca7f039882bf84db752f78a194c633fdf8,Fähigkeit,Fähigkeit
62956c63b6052e6e57fb48c7ed7ed49e373c,Abhängigkeit,Abhängigkeit
7bd3943ffe21eff057973a38c355ef2f48e7,Möglichkeiten,Möglichkeit
a39e299ea0051d9e0bc4947748f70e280aaa,Geschwindigkeit,Geschwindigkeit
46d6b5b0a9844509ecff29b78b7319a58ef8,gelegenheit,Gelegenheit
0ea0dc945092f3becbe11b06417aa4bed311,Gelegenheit,Gelegenheit
b89c892002fa6327fdc88f6932ef9a860f08,Minderheiten,Minderheit
e500f3401832780d109586c249a91b17f3d1,Zuständigkeiten,Zuständigkeit
08ab9d89032501376cb8349ac1bfb0282536,Menschheit,Menschheit
08e6ef9c0f7f8f0e29c8d4bee3c0254a573b,Wahrheit,Wahrheit
84233ca975e52d73b060d5ef9d4aba54def8,Schönheit,Schönheit
def4f400c9df684abb1f20def2aa22daeba8,Kommunikationsmöglichkeiten,Möglichkeit
13095b82735bddf14cc421778780eaceb986,Fähigkeiten,Fähigkeit
c95e3cfbea3910b830f393335c23cc524b63,Sichtbarkeit,Sichtbarkeit
c431a5009d0d56c87538a82830c8443f239f,Verfügbarkeit,Verfügbarkeit
c431a5009d0d56c87538a82830c8443f239f,Sicherheiten,Sicherheit
f2f55e867f52d9b881b4af6d1258b76970b9,Kontrollmoeglichkeit,Möglichkeit
2881535dcb023f091c50b131846b32d23f61,Wahrheit,Wahrheit
ebdb4edae7b9c13b10c9733ddef6d3a14304,Fertigkeiten,Fertigkeit
1141b47a1d89e354750d018f8683d1b43ab3,Einheit,Einheit
e0d866763250938da796d4a7c8a377f8a37a,Gerechtigkeit,Gerechtigkeit
bfc0834dbaf1de3a2e912b1df784c4009c4b,Filmempfindlichkeit,Empfindlichkeit
334546d4a4dd928fafddd7d91a3ae4cb00d5,Wirtschaftlichkeit,Wirtschaftlichkeit
73eedaf83dd99bd28760cc531ce68937803c,Gesundheit,Gesundheit
1df64103f7772755cd8c69a1ea7796c3bf91,Einmaligkeiten,Einmaligkeit
7c9c8b7d3c45b9098041543185da3ad2a7a7,Wirklichkeit,Wirklichkeit
2587c3379f7842d2bbebe331112eac3f11e5,Genauigkeit,Genauigkeit
44ef7f77a9c45a9798a63851a790026aa283,Schwierigkeit,Schwierigkeit
a9f05c1b00735e25144c366bbd777cd285ac,Erkennbarkeit,Erkennbarkeit
5c56360df83468b10af97712286504d95769,Richtigkeit,Richtigkeit
3eb64cfc478ce9518d05d5604d6a8cda8c2b,Klassenfertigkeiten,Fertigkeit
26318dd512220979756fc3ef980c4addef9f,Möglichkeit,Möglichkeit
6659ccb153e1154069a85a9bd751cc4bbd0b,Möglichkeit,Möglichkeit
1927e8fb8e58981a25ffac127b9de807c316,Bildungsgerechtigkeit,Gerechtigkeit
1ec5444344f9e8e9f8e597e3bd2ca37acc78,Wahrheit,Wahrheit
47fc8c8c757e3d1274d0f0edda7c16972a1b,ratlosigkeit,Ratlosigkeit
3538e31cd2db4b009393ab99f8105f72f2c9,Ausländerfeindlichkeit,Feindlichkeit
5050d8b95b28ca2a162cf1b2084d7fb0bd18,Sinnhaftigkeit,Sinnhaftigkeit
e5d00dca71e2a667e61c919cd1f518c234bb,Gesundheit,Gesundheit
5335259467cc6a565d7c200cde69b3ce0054,Möglichkeit,Möglichkeit
3cfcd33eed65bfb0b34341307a1ab8cf193c,Möglichkeit,Möglichkeit
78eea3ea1e3d661e55a0e0739cc26ab333f8,Krankheiten,Krankheit
2ab6d9ca085558c621c7e1a1da68367123f6,Schwierigkeit,Schwierigkeit
7a25ab608454c6f45037d70f6708d156e3df,Minderheit,Minderheit
6c5c6acb613c6f3c64a69b7896f64fe2fdcf,Möglichkeiten,Möglichkeit
1402ce4416adcad79d271ef8f91d196061e6,Möglichkeit,Möglichkeit
66718c64478cb953b4b3b93d05e7dc28e25a,Vergangenheit,Vergangenheit
d664c15976538d23bcffcdf38c3ea294affa,Menschheit,Menschheit
3c07dc4e0cfb59c34af56de1c42e963c2bfa,Zuverlässigkeit,Zuverlässigkeit
708e33f30b002e56b28ed2a1bc46f9739d93,Krankheiten,Krankheit
56d5a8bf7fb4f3631a974db22a50e8037414,Krankheiten,Krankheit
6549a8124456f3de302150a861dd2911c7ce,Möglichkeit,Möglichkeit
09c2ca0257921d3b63329c422c5b44f34498,Möglichkeiten,Möglichkeit
52ad61958ad7cc0769a5a6cde951436f7834,Besonderheiten,Besonderheit
cb8b28041acf2f2dd8de5f57a5c441b93a77,Bekanntheit,Bekanntheit
5b7774fa33aa371506e90350ce5c9e751ac2,Sicherheit,Sicherheit
0faa8b968500981d15051ef644f169b0497f,Besonderheiten,Besonderheit
550e6efefd868b89e5fcbd6cfda710bb11d9,Aufmerksamkeit,Aufmerksamkeit
c510045ca18d733958d0ab840505376ef97e,Einheit,Einheit
